Player,Out-Degree Centrality,Closeness Centrality,Betweenness Centrality,CON Score,Elo,PageRank Centrality
Azerichess,0.0914179104477612,0.778835386338186,0.09266811025257615,0.12731083404987104,0.7337723424270931,0.06544208686947572
Mikasinski,0.007462686567164179,0.804976851851852,0.0001996410959590814,0.04299226139294927,0.38287864534336785,0.00914139958863789
Rud_Makarian,0.498134328358209,0.950786056049214,0.46366792720451566,0.63451203783319,0.7177798682972719,0.33030959287336137
NelsonLinda,0.0018656716417910447,0.724102030192608,1.275222591121328e-05,0.010855546001719691,0.42521166509877706,0.0012648512003702022
shimastream,0.21828358208955223,0.883735705209657,0.19658899918805078,0.43250214961306965,0.729068673565381,0.1518518774613092
Ginger_GM,0.005597014925373134,0.7814606741573034,0.0001636238604472338,0.017949269131556318,0.3857008466603951,0.0046346275360968255
Sanan_Sjugirov,0.25279850746268656,0.8979987088444158,0.27986360448545594,0.42363499570077384,0.6406396989651929,0.1467123764183068
Alexei_Gubajdullin,0.009328358208955223,0.8172737955346652,0.0002699829342339212,0.07840713671539123,0.4609595484477893,0.006468029705696391
profedechess93,0.0018656716417910447,0.7723486951693503,7.919620455083153e-06,0.009673258813413585,0.3584195672624647,0.0022762900776620667
Sina_Movahed,0.12406716417910447,0.832934131736527,0.1174944796215315,0.2628976784178848,0.7469426152398871,0.09333594094676045
yaguigor,0.0,0.7810154703283076,0.0,0.0,0.3339604891815616,0.0
Aslanov_Umid,0.0018656716417910447,0.7478494623655914,0.0,0.0035468615649183145,0.40545625587958606,0.0018414894868500151
Beca95,0.1333955223880597,0.8666666666666668,0.0814392931198138,0.3802665520206363,0.6961429915333961,0.11210399279555046
edgarhay012,0.005597014925373134,0.7845459672870841,0.0002902106144037795,0.012037833190025795,0.44402634054562556,0.007766010999372015
yosephtaher,0.027052238805970148,0.7486544671689991,0.004575574477186817,0.06760533104041272,0.6415804327375353,0.033758925629548124
slorovel,0.0,0.7548125703497606,0.0,0.0,0.36876763875823143,0.0
Dixit_Nikhil,0.0037313432835820895,0.7025252525252526,0.00011008159765689348,0.005588993981083405,0.42521166509877706,0.004215822773048733
FGHSMN,0.10634328358208955,0.8466220328667072,0.08569097938813941,0.18094368013757522,0.5710253998118533,0.07773163798421334
Durarbayli,0.22294776119402984,0.9298128342245991,0.17432170502390434,0.40917884780739466,0.6349952963311383,0.17870053418386872
Djager97,0.0018656716417910447,0.7568008705114255,5.3405762377513125e-06,0.025257953568357694,0.2427093132643462,0.002431310797219024
Hikaru,1.0,0.9367003367003367,0.23650265203976414,0.967164660361135,0.9651928504233303,1.0
chessdjw,0.009328358208955223,0.8294573643410853,0.004682654733573518,0.05777085124677558,0.4477892756349953,0.007382584106807665
bascheyaro,0.03731343283582089,0.8776025236593061,0.022732773248050776,0.12677343078245915,0.5324553151458138,0.05147636333765127
ELECTRODYNAMIC_DRACULA,0.027052238805970148,0.876496534341525,0.08215831167245538,0.045894239036973344,0.5964252116650988,0.03223214926911479
Mops_2004,0.054104477611940295,0.9230258792302588,0.051397479825863075,0.088134135855546,0.4797742238946378,0.06135021397589267
CSB7,0.022388059701492536,0.852851011649295,0.02076315574958314,0.0757201203783319,0.49200376293508935,0.019421479056775676
Aradhya2000,0.029850746268656716,0.8206489675516224,0.021745610410047293,0.07426913155631987,0.5051740357478833,0.03307136013692469
blitzking1729,0.036380597014925374,0.8389626055488542,0.015660694978675362,0.09925838349097163,0.5380997177798683,0.03792303900891787
KogotBobra17,0.013992537313432836,0.8260095011876486,0.016480751198057763,0.033157781599312125,0.5522107243650047,0.018972421522624548
Makswolf200817,0.024253731343283583,0.8699186991869919,0.0070513519883707455,0.09426053310404127,0.4797742238946378,0.032484706882872555
Rodalquilar,0.04197761194029851,0.9085564990202483,0.02544776345027514,0.1402085124677558,0.4967074317968015,0.03490818199898153
Suleyman_Chess06,0.009328358208955223,0.8077816492450639,0.007606650253791022,0.02660146173688736,0.4628410159924741,0.007385247890933084
TheBigBoss04,0.01585820895522388,0.7672366243794817,0.0012492860591259696,0.0316530524505589,0.4666039510818438,0.012150210139633782
Anton_Demchenko,0.11847014925373134,0.8554735547355474,0.08352458534737334,0.2800408426483233,0.6095954844778928,0.08199146167766772
ValentinDragnev,0.0,0.7216211226106349,0.0,0.01622957867583835,0.4722483537158984,0.0
Harry_Rakkel,0.005597014925373134,0.8073128264654672,0.012337797280617688,0.03514617368873603,0.4506114769520226,0.0070266868319410185
wqws,0.018656716417910446,0.799425287356322,0.03118819478565677,0.04009028374892519,0.5888993414863594,0.015394712612088898
Korchmar_Vasiliy,0.026119402985074626,0.8693750000000001,0.03707960777238447,0.14047721410146174,0.4336782690498589,0.023873059835070227
SAInt_666,0.0018656716417910447,0.7375397667020149,0.0002614178150070207,0.016659501289767842,0.5079962370649106,0.0035200369948335656
LiamPutnam2008,0.0065298507462686565,0.7466451959205583,0.006805933241693502,0.00661006018916595,0.7318908748824082,0.005564775151890847
Sl4werThanYou,0.0046641791044776115,0.7885487528344672,0.0006322826388096619,0.016122098022355976,0.451552210724365,0.004407079134403873
artin10862,0.1455223880597015,0.8699186991869919,0.13654456651365268,0.28826311263972487,0.6679209783631233,0.12736574448909657
ChessQueen,0.01585820895522388,0.7858757062146894,0.004944122271842335,0.05460017196904557,0.4506114769520226,0.015491341419601736
Incognito_Knight,0.011194029850746268,0.7446466809421842,0.0018818434510614328,0.037564488392089423,0.535277516462841,0.007845656217690164
Mikhail_Bryakin,0.020522388059701493,0.8655880522713131,0.014480515142680722,0.07088349097162511,0.6039510818438382,0.02865558155618578
XDPS,0.041044776119402986,0.8339328537170265,0.025689982938416685,0.06841143594153053,0.528692380056444,0.030945555708724672
Hamisandwich,0.013059701492537313,0.816793893129771,0.007216063401230456,0.01886285468615649,0.49200376293508935,0.011486109324433015
eljanov,0.06436567164179105,0.836440168370415,0.06997027196747324,0.18481298366294066,0.5757290686735654,0.06462665214593034
Zhigalko_Sergei,0.29384328358208955,0.9579889807162536,0.30491478659364774,0.6131771281169389,0.6227657572906867,0.22567988532309904
MetiForce,0.028917910447761194,0.7948571428571429,0.029994195687922633,0.0909823731728289,0.676387582314205,0.0371815000670008
FairChess_on_YouTube,0.8022388059701493,1.0,0.7906450869590524,0.9270206362854686,0.7657572906867357,0.5946649102675113
Kiborg95,0.10820895522388059,0.8979987088444158,0.04429942798371635,0.14036973344797937,0.5540921919096896,0.10995856513768303
superchess02,0.041044776119402986,0.8129748684979544,0.02750698720138089,0.07684866723989682,0.6726246472248354,0.053910388675355025
maciek_92,0.043843283582089554,0.8607673267326733,0.010453557697715766,0.12048581255374033,0.6161806208842897,0.05548862637316142
BardArtem,0.04757462686567164,0.9279519679786525,0.01813663264370299,0.12349527085124677,0.541862652869238,0.03911765527335816
GOGIEFF,0.1259328358208955,0.8144028103044498,0.08573204846868539,0.25591143594153054,0.7337723424270931,0.09836580814851464
onyshchuk_v,0.03451492537313433,0.852851011649295,0.013385384123659761,0.07029234737747206,0.5936030103480715,0.044331782326377495
Nemegejas,0.016791044776119403,0.8096623981373692,0.0008955648708264287,0.030524505588993982,0.6237064910630291,0.023998555499650714
GoltsevDmitry2000,0.05037313432835821,0.9335570469798657,0.046136207187612396,0.09108985382631127,0.5192850423330198,0.05560310512676187
MyDream003,0.06529850746268656,0.883735705209657,0.07997706923802261,0.08840283748925193,0.651928504233302,0.06515806346671318
AlexeiShirov,0.09888059701492537,0.9310575635876842,0.16431070998692984,0.13607050730868445,0.5380997177798683,0.10020288497440909
vovachesss,0.012126865671641791,0.7854319593450028,0.011185521990679676,0.021012467755803954,0.5268109125117592,0.016587361230081428
KNVB,0.04011194029850746,0.889955214331414,0.012598943955236265,0.1326848667239897,0.5305738476011289,0.03569380492187424
Lukianoo,0.018656716417910446,0.8003452243958574,0.0016675091334445735,0.028536113499570078,0.6406396989651929,0.014147310252933285
stollenmonster,0.07929104477611941,0.8842975206611571,0.06854271456732504,0.15595442820292346,0.6312323612417686,0.060608775445037226
KuzubovYuriy,0.14085820895522388,0.8974193548387098,0.08745014852606292,0.18803740326741186,0.6801505174035748,0.13822200071154694
Radzio1987,0.009328358208955223,0.6832023575638507,0.0021526232927589015,0.01966895958727429,0.6095954844778928,0.010972363640856698
lilleper1,0.04011194029850746,0.7957665903890161,0.05369330055965515,0.05895313843508169,0.6039510818438382,0.03146704944449028
Bauman_Guy,0.13059701492537312,0.8726474278544541,0.09371191098961669,0.26784178847807394,0.6180620884289746,0.10894833346240788
viviania,0.0065298507462686565,0.7383227176220808,0.00052142391536695,0.029503439380911437,0.6152398871119473,0.004353176387124343
Alexander_Donchenko,0.025186567164179104,0.8163145539906104,0.042390209046678944,0.12639724849527084,0.6142991533396049,0.028098070102829983
Andrey_Klymchuk,0.002798507462686567,0.6879327398615233,0.003391826120608564,0.03068572656921754,0.4835371589840075,0.0037758768106630576
promen1999,0.009328358208955223,0.7275104602510462,0.00039089363308948645,0.04691530524505589,0.6152398871119473,0.010830653401114993
moro182,0.08955223880597014,0.8731952291274325,0.12171585207218129,0.1546109200343938,0.6124176857949201,0.10441716653302592
vladislavkovalev,0.08582089552238806,0.8814955640050699,0.11333979990404802,0.29143379191745483,0.587958607714017,0.09723352758351504
Vahe_Danielyan,0.0018656716417910447,0.7028802425467409,0.00011629531312287508,0.04138005159071367,0.4355597365945437,0.0015595936987911202
Iball95,0.043843283582089554,0.836440168370415,0.0385559920871949,0.14676483233018056,0.5305738476011289,0.029746066041866685
Elegance_Riks,0.0037313432835820895,0.7568008705114255,0.013203786988672417,0.0011285468615649184,0.4524929444967074,0.003956284864598356
Byniolus,0.0708955223880597,0.9612992398064963,0.02654241575640899,0.21743336199484092,0.5569143932267169,0.06905770359248908
GMKrikor,0.043843283582089554,0.8753933291378226,0.04378806451799204,0.1855116079105761,0.5710253998118533,0.04190768947620493
ViIIagra,0.0708955223880597,0.8512851897184823,0.019813597889515474,0.24467970765262254,0.651928504233302,0.07114215317236618
SaqoChess_Coach,0.014925373134328358,0.8216184288245719,0.0003472788201068144,0.09705503009458298,0.3471307619943556,0.017901249818253015
Yaacovn,0.04664179104477612,0.8770491803278689,0.02334753711743045,0.06792777300085985,0.658513640639699,0.05070971395218378
JiaHaoxiang,0.0018656716417910447,0.7035912999494185,0.0009644567411863513,0.007684866723989682,0.380997177798683,0.002773008761353092
Rurep26,0.0018656716417910447,0.686235816477553,0.0,0.029825881341358555,0.38664158043273755,0.0041231357504089355
only_strong_moves,0.007462686567164179,0.8726474278544541,0.002015282898826326,0.018916595012897677,0.4760112888052681,0.009691156358186459
MarkusRagger,0.02332089552238806,0.8497251069028712,0.014263240275461104,0.040036543422184004,0.5587958607714016,0.021783003079460808
ilqar_74,0.022388059701492536,0.8554735547355474,0.058227335905203514,0.0264402407566638,0.5634995296331138,0.025021380258930644
RobertoJBM,0.008395522388059701,0.8314405260011957,0.030933785071391575,0.061210232158211524,0.587958607714017,0.011214099392417185
sokidze,0.03917910447761194,0.8492063492063493,0.033709327175095866,0.09753869303525366,0.6274694261523989,0.05139795019666071
A-Fier,0.014925373134328358,0.7543383947939263,0.0003926837014141094,0.043153482373172826,0.5070555032925682,0.02043092851081747
TigrVShlyape,0.37966417910447764,0.9653018736988203,0.5695660964482877,0.5858770421324162,0.5794920037629351,0.3071834346691302
rezamahdavi2008,0.12126865671641791,0.8759445843828716,0.1134025546674702,0.19566852966466036,0.7111947318908749,0.11666940621896034
stolencandy13,0.0,0.6831016797288725,0.0,0.003654342218400688,0.44214487300094074,0.0
temus_galaktionov,0.03264925373134328,0.8770491803278689,0.06385410288746794,0.0817390369733448,0.5672624647224835,0.027770902763948103
jcibarra,0.310634328358209,0.9488403819918145,0.2692183803156974,0.5305782459157352,0.6773283160865475,0.18080927750848536
scarabee43,0.07182835820895522,0.8991596638655464,0.028078214937340876,0.17938521066208082,0.6199435559736595,0.08117504481488466
Witik,0.020522388059701493,0.8538980969920197,0.0017501932899760117,0.0949591573516767,0.5437441204139228,0.016259978617783544
Rashad_Zeynalli,0.0018656716417910447,0.7159032424086464,2.2395648008226955e-06,0.0044604471195184865,0.3791157102539981,0.001708720541983913
djokovic74,0.007462686567164179,0.7122375832053252,0.0001791610083297298,0.013273860705073087,0.5888993414863594,0.007031864412527409
Matibar,0.021455223880597014,0.809191390343223,0.005717708325788092,0.04906491831470335,0.5362182502351834,0.02347222742276694
ChessFighter_2011,0.017723880597014924,0.7294179339276351,0.00026704912420939727,0.03761822871883061,0.6848541862652869,0.010550941807978742
Aygehovit1992,0.04291044776119403,0.9020752269779508,0.020006891856820187,0.1983555460017197,0.444967074317968,0.04951259151260521
eagleclaw07,0.009328358208955223,0.781021897810219,0.0004986197483887792,0.010371883061049011,0.510818438381938,0.0077922188829252
FXDon77,0.0457089552238806,0.8787113076437146,0.04744338400723079,0.11801375752364575,0.625587958607714,0.04336222050013196
Gabrielian_Artur,0.030783582089552237,0.8570548367221197,0.02695650475928417,0.05734092863284609,0.5333960489181562,0.028501292009251028
sergoy,0.1912313432835821,0.8591723285979,0.1826163584301289,0.3969797936371453,0.6641580432737535,0.15416348747495331
jumpingknight20,0.017723880597014924,0.7398936170212767,0.003596003535616209,0.03202923473774721,0.5503292568203199,0.019111318575298276
Revan_2002,0.021455223880597014,0.8476538695917124,0.0378021712891591,0.021173688736027516,0.46754468485418627,0.01800474319499045
francyIM,0.014925373134328358,0.7744988864142539,0.0001865903857708688,0.025741616509028373,0.6641580432737535,0.014876540247500994
Alen_Yeremyann,0.016791044776119403,0.7966781214203895,0.00018970002616247448,0.030040842648323303,0.5324553151458138,0.019306878105279212
Kirill_Klukin,0.11007462686567164,0.8979987088444158,0.16499827357181204,0.15358985382631127,0.6246472248353716,0.07030087747113388
Fy_Rakotomaharo,0.0,0.674513360738084,0.0,0.021442390369733447,0.49200376293508935,0.0
ozates,0.016791044776119403,0.8063768115942028,0.006862751259216447,0.032351676698194325,0.3621825023518344,0.017671956850640227
Bigfish1995,0.15764925373134328,0.8073128264654672,0.15711821282696914,0.32480653482373173,0.7657572906867357,0.12676846506086753
Stanbad1,0.0037313432835820895,0.7757947573898494,0.00013897473342712775,0.00865219260533104,0.31890874882408277,0.0031412510321774576
Practical-Play,0.0,0.7109549592285206,0.0,0.008490971625107481,0.2888052681091251,0.0
whiteglovethief,0.0,0.7511543511073546,0.0,0.0,0.38664158043273755,0.0
Herman-NY,0.0009328358208955224,0.71923474663909,0.0002330994703884279,0.0045141874462596735,0.380997177798683,0.0016487336432508832
toninhojit,0.0,0.7762346299423247,0.0,0.0,0.2333019755409219,0.0
artooon,0.16884328358208955,0.8379518072289157,0.182263743124458,0.30588993981083407,0.7761053621825024,0.13678677709025672
Truequitos,0.0018656716417910447,0.7710643015521065,0.0,0.007254944110060189,0.2850423330197554,0.006916315415734705
hakanazeri2,0.027052238805970148,0.8369434416365825,0.0028066984490724366,0.05653482373172829,0.44967074317968014,0.027285526568820384
h4parah5,0.24347014925373134,0.8634388578522656,0.21127270564666853,0.31884135855546003,0.6547507055503292,0.15599060421918287
bazar-wokzal,0.0037313432835820895,0.8045112781954887,0.00013337152779346507,0.04965606190885641,0.36688617121354655,0.001962742487977422
ViralduS,0.002798507462686567,0.6903225806451613,0.00015401503230863124,0.0008061049011177988,0.3217309501411101,0.003300231592413635
BogdanDeac,0.5177238805970149,0.9449728260869565,0.514908883107169,0.7223237317282889,0.8052681091251176,0.36978930182016234
djano,0.0037313432835820895,0.8230769230769232,4.8162831218686625e-05,0.02660146173688736,0.34995296331138287,0.0031857661595566904
KashJinx,0.0037313432835820895,0.729800629590766,0.0050798893984481935,0.010049441100601892,0.3894637817497648,0.0030584416056296825
AradNazari,0.03731343283582089,0.8613003095975232,0.0065915783061604935,0.13838134135855545,0.5371589840075258,0.0323640478423399
1mbl4,0.0037313432835820895,0.7572128470332063,1.0587033603889105e-05,0.007846087704213241,0.3621825023518344,0.002384363157439519
AnishOnYoutube,0.15298507462686567,0.7858757062146894,0.12966380207573397,0.17041057609630267,0.7949200376293509,0.11920855398961752
SashaKuzhilniy,0.0018656716417910447,0.7078880407124682,2.296651746726019e-05,0.010586844368013758,0.34901222953904043,0.0008165755186026241
chess94cu,0.0037313432835820895,0.7286537454164485,0.0,0.014402407566638005,0.36876763875823143,0.005656603645508101
GeorgiosSouleidis,0.0,0.7827685914738258,0.0,0.004675408426483233,0.3951081843838194,0.0
GM_dmitrij,0.20988805970149255,0.8618339529120198,0.1774976036042477,0.3580717970765262,0.7074317968015051,0.1348218516472833
LeRoidesChampions,0.0018656716417910447,0.6536654135338347,0.0,0.01117798796216681,0.34148635936030103,0.0028522606492510354
Gennady_Kozlov,0.0037313432835820895,0.7414712153518124,8.31363435899601e-05,0.009458297506448839,0.38005644402634053,0.003078967422160365
jinbojinbo,0.0065298507462686565,0.7841037204058625,0.0009864200399902776,0.021173688736027516,0.4063969896519285,0.004806546233679613
BilodeauA,0.15485074626865672,0.8445658773527628,0.06818796217042425,0.22162510748065348,0.7083725305738476,0.12358354013339137
Emp3rador,0.0018656716417910447,0.7494612068965517,2.9793610701194873e-05,0.007631126397248496,0.35747883349012227,0.0012946669963249493
Macho_2006,0.09794776119402986,0.8182352941176472,0.04688792698792336,0.17379621668099743,0.6547507055503292,0.07974596019459045
SmirnovAlexandrA,0.0,0.6639189100458627,0.0,0.0,0.2982126058325494,0.0
Sam_ChessMood,0.08395522388059702,0.8314405260011957,0.030234147116419405,0.15068787618228718,0.6359360301034808,0.06443877735330852
Vladimir_Zakhartsov,0.05223880597014925,0.8435415403274713,0.08392050224403687,0.1562768701633706,0.6190028222013171,0.04274843965499038
Mikhail_Golubev,0.010261194029850746,0.8379518072289157,0.017369891467882693,0.022141014617368875,0.3273753527751646,0.00755393267753393
gurelediz,0.04664179104477612,0.7547476939772112,0.019704729329703026,0.07722484952708512,0.7554092191909689,0.025901986221587524
Elprofessor21,0.0018656716417910447,0.6955,8.135388802988502e-05,0.016014617368873604,0.4270931326434619,0.0031208577403179292
Binary010,0.01958955223880597,0.8216184288245719,0.03689854710390969,0.04331470335339639,0.6124176857949201,0.025546641032097278
Kezin_Roman,0.0,0.6831016797288725,0.0,0.0,0.638758231420508,0.0
Grischuk,0.37406716417910446,0.8916666666666667,0.4956575483462004,0.5660468615649183,0.7601128880526811,0.2698033270216376
DavidGavrilescu18,0.01585820895522388,0.8017291066282423,0.009024959240225353,0.021657351676698196,0.5268109125117592,0.01765727108318868
vasblesk,0.012126865671641791,0.8191990577149589,0.003677681899649521,0.04035898538263113,0.522107243650047,0.011859621369374357
MarcoRiehle,0.021455223880597014,0.8565270935960592,0.03168761094196954,0.07915950128976784,0.5493885230479775,0.027149197049292993
CarlosjPineror,0.03451492537313433,0.8523284313725491,0.011112197178092241,0.057233447979363715,0.4477892756349953,0.026541380363225696
DrVelja,0.10541044776119403,0.8182352941176472,0.056132139308069574,0.1819110060189166,0.6707431796801505,0.08598578865022033
Evgeny81,0.013992537313432836,0.8379518072289157,0.010883186878852716,0.031545571797076524,0.5051740357478833,0.011874882143171128
IMchanged,0.0046641791044776115,0.7580381471389646,0.00027645979282946696,0.008383490971625107,0.5371589840075258,0.004381352423920543
The_Machine04,0.011194029850746268,0.8435415403274713,0.0007110784011471507,0.06126397248495271,0.4967074317968015,0.010330417440580072
lamomiajunior,0.03171641791044776,0.912729658792651,0.003962504730875058,0.08104041272570937,0.49106302916274697,0.03636917551707632
tptagain,0.23134328358208955,0.9187582562747688,0.23802160191373348,0.3671001719690456,0.7008466603951082,0.168132444538022
chito89,0.013059701492537313,0.7580381471389646,0.0012474711563162212,0.09888220120378331,0.6237064910630291,0.013206606868782153
MatthewG-p4p,0.15111940298507462,0.9323056300268097,0.15296547617159673,0.2948731728288908,0.6566321730950141,0.1406062259270389
iwanyu,0.022388059701492536,0.7957665903890161,2.888316476331947e-05,0.04250859845227859,0.5597365945437441,0.034629210573554225
kpio91,0.026119402985074626,0.7898921067575242,0.020953782758888196,0.04761392949269132,0.5587958607714016,0.039281118619914145
ValentunHulka,0.012126865671641791,0.7723486951693503,0.01238634104321954,0.03213671539122958,0.5606773283160865,0.013660313725110486
Abund,0.048507462686567165,0.8928112965340179,0.038267772840989915,0.13553310404127258,0.4553151458137347,0.04881917716979555
DreamsAreFake,0.005597014925373134,0.7948571428571429,0.0015530267549389901,0.03557609630266552,0.4374412041392286,0.004153720023565752
DonkyDonkyDonkey,0.041044776119402986,0.836440168370415,0.058578425677650064,0.07276440240756664,0.6293508936970837,0.03155711374999624
platy3,0.12220149253731344,0.9304347826086957,0.16862458519408455,0.22855760963026656,0.7224835371589841,0.11235275076204135
Franmu14,0.013059701492537313,0.8003452243958574,0.016112411850020516,0.024021926053310404,0.3367826904985889,0.011551540028682812
baki83,0.11194029850746269,0.9044213263979194,0.17469499815843162,0.20614789337919173,0.6011288805268109,0.11348862314018575
TenisMaster,0.03264925373134328,0.7998849913743531,0.011820366143862183,0.07437661220980224,0.6274694261523989,0.04977342896151055
GothamChess,0.03451492537313433,0.885987261146497,0.028611141844949468,0.0909823731728289,0.5503292568203199,0.03716449443932544
nekotyanof,0.0065298507462686565,0.7634467618002196,0.0014835858080557726,0.010371883061049011,0.49764816556914393,0.007490504248185688
ContrVersia,0.04664179104477612,0.8389626055488542,0.01611160345798719,0.17213026655202063,0.5531514581373471,0.040972010488372027
bardiya_Daneshvar,0.017723880597014924,0.7104187946884577,0.005346842035055413,0.09743121238177128,0.735653809971778,0.010604652529042361
bescmelasti,0.0,0.7503462237796437,0.0,0.0,0.3640639698965193,0.0
RealPerangel,0.005597014925373134,0.7744988864142539,0.007690129131068884,0.004836629406706793,0.458137347130762,0.004240857931679262
tjychess,0.009328358208955223,0.7014624306606153,7.467712571556178e-05,0.018056749785038694,0.6001881467544685,0.012103221852843096
Vaathi_Coming,0.11287313432835822,0.8502444987775061,0.044349574336012325,0.2715498710232158,0.6434619002822202,0.09393901357861616
rasmussvane,0.28638059701492535,0.9392302498311953,0.43169535755227384,0.48828460877042135,0.6500470366886171,0.1695378600086342
carokannlover213,0.0065298507462686565,0.8570548367221197,0.022781814363655048,0.044067067927773,0.5644402634054563,0.008518429123638675
Shankland,0.15391791044776118,0.8776025236593061,0.11733725694834538,0.17739681857265693,0.6142991533396049,0.11015603725810633
MatyChess1,0.009328358208955223,0.7271301620491376,0.005484607086809623,0.011446689595872743,0.44026340545625586,0.010626602099656275
Karttunen,0.011194029850746268,0.7563893420337141,0.006189894759394689,0.026655202063628546,0.42144873000940736,0.014267429941222503
GaiozNigalidze,0.008395522388059701,0.805909617612978,0.009195425974660614,0.05535253654342218,0.477892756349953,0.011581222194951984
alexrustemov,0.08675373134328358,0.9224137931034484,0.24230151528278573,0.22178632846087704,0.6105362182502352,0.07719217468637131
mind1mover,0.007462686567164179,0.809191390343223,0.00017408668265103317,0.04514187446259673,0.5268109125117592,0.006980832507029342
IlanSchnaider,0.020522388059701493,0.8425196850393701,0.028745243461432316,0.08324376612209802,0.5757290686735654,0.023413187286734315
mbojan,0.13432835820895522,0.9014906027219703,0.10869204700227929,0.2981513327601032,0.6566321730950141,0.10427478841791113
KnightDuta,0.007462686567164179,0.7770949720670391,0.00016824102402971414,0.016283319002579535,0.4270931326434619,0.006159603356335262
Arash_Tahbaz,0.0,0.6712673869135503,0.0,0.02047506448839209,0.6124176857949201,0.0
DominguezOnYoutube,0.20149253731343283,0.8820545339251745,0.1524028294173083,0.22941745485812554,0.6754468485418627,0.17295920145753266
snowlord,0.07369402985074627,0.83946891973446,0.027128990551409722,0.17320507308684438,0.6406396989651929,0.07892887023125088
SpeedofLight0,0.3824626865671642,0.9085564990202483,0.2617213866896142,0.5009673258813414,0.8099717779868297,0.3122894682119121
Gravity_Chess,0.011194029850746268,0.7672366243794817,0.00554736177750836,0.02504299226139295,0.5136406396989652,0.016758731734149625
